 <448, 33713429>,
 <415, 34129314>,
 <368, 34561576>,
 <496, 35090155>,
 <437, 35628905>,
 <404, 36301071>,
 <335, 36718010>,
 <321, 37246551>,
 <390, 37729873>,
 <461, 37729873>,
 <416, 37729873>,
 <485, 37729873>,
 <487, 37729873>,
 <340, 37729873>,
 <311, 37729873>,
 <465, 37729873>,
 <367, 37729873>,
 <439, 37729873>,
 <348, 37729873>,
 <491, 37729873>,
 <0, 41344041>,
 <0, 44133546>,
 <0, 46302303>,
 <0, 48146640>,
 <0, 49919548>,
 <0, 51396034>,
 <0, 53601112>,
 <0, 55579416>,
 <0, 57274864>,
 <0, 58970277>], 

[<432, 1629514>,
 <470, 3863053>,
 <407, 6030483>,
 <462, 8092335>,
 <302, 10266771>,
 <349, 11841827>,
 <378, 14086075>,
 <317, 16263111>,
 <332, 18193688>,
 <316, 20134452>,
 <479, 21824872>,
 <302, 23439688>,
 <347, 25296534>,
 <312, 26817219>,
 <471, 28817596>,
 <373, 30538483>,
 <445, 32604868>,
 <497, 33256325>,
 <482, 33788293>,
 <340, 34313424>,
 <388, 34837969>,
 <339, 35254604>,
 <325, 35868950>,
 <390, 36300771>,
 <465, 36923918>,
 <319, 37374253>,
 <341, 37997201>,
 <442, 38597632>,
 <472, 39181021>,
 <407, 39702358>,
 <464, 40186820>,
 <306, 40701172>,
 <304, 40701172>,
 <403, 40701172>,
 <477, 40701172>,
 <381, 40701172>,
 <385, 40701172>,
 <361, 40701172>,
 <419, 40701172>,
 <313, 40701172>,
 <448, 40701172>,
 <304, 40701172>,
 <360, 40701172>,
 <0, 44982615>,
 <0, 47204460>,
 <0, 49521793>,
 <0, 51287213>,
 <0, 53438755>,
 <0, 55200180>,
 <0, 56716451>,
 <0, 58624252>,
 <0, 60771010>], 

[<474, 2067486>,
 <479, 3601231>,
 <352, 5359354>,
 <476, 7495918>,
 <334, 8914702>,
 <355, 10687860>,
 <456, 12285730>,
 <324, 14216985>,
 <313, 16372991>,
 <495, 18278749>,
 <436, 20528134>,
 <440, 22453221>,
 <456, 24402284>,
 <429, 25861989>,
 <459, 26311810>,
 <382, 26873038>,
 <374, 27458586>,
 <319, 27926167>,
 <453, 28335728>,
 <403, 28764787>,
 <315, 29182914>,
 <479, 29800607>,
 <428, 30432037>,
 <386, 30921796>,
 <409, 31541140>,
 <405, 32170647>,
 <362, 32610008>,
 <462, 33246725>,
 <357, 33837961>,
 <328, 33837961>,
 <426, 33837961>,
 <321, 33837961>,
 <454, 33837961>,
 <339, 33837961>,
 <394, 33837961>,
 <352, 33837961>,
 <302, 33837961>,
 <495, 33837961>,
 <390, 33837961>,
 <415, 33837961>,
 <0, 38403136>,
 <0, 40807037>,
 <0, 43262403>,
 <0, 45370573>,
 <0, 47244729>,
 <0, 48867636>,
 <0, 50495765>,
 <0, 52405251>,
 <0, 54413543>,
 <0, 56545381>,
 <0, 58117270>,
 <0, 60298761>], 

[<0, 0>,
 <653, 1268557>,
 <955, 13196729>,
 <631, 18605674>,
 <721, 23512665>,
 <819, 26963320>,
 <809, 30069470>,
 <912, 34408916>,
 <703, 37235664>,
 <932, 40646493>,
 <660, 43681507>,
 <747, 47049694>,
 <720, 51327962>,
 <919, 55348961>,
 <830, 58808184>,
 <662, 62934359>,
 <774, 66626170>,
 <909, 69938326>,
 <765, 74173207>,
 <790, 78609861>,
 <992, 82421766>,
 <841, 86713281>,
 <950, 89879601>,
 <851, 92806875>,
 <944, 96392226>,
 <929, 100078763>,
 <819, 103622495>,
 <846, 107018525>,
 <890, 107848076>,
 <858, 108787450>,
 <685, 109740668>,
 <752, 110739224>,
 <702, 111652504>,
 <863, 112566555>,
 <607, 113651355>,
 <760, 114534032>,
 <732, 115690151>,
 <727, 116553981>,
 <996, 117499421>,
 <751, 118816253>,
 <659, 119923302>,
 <797, 120854294>,
 <927, 121727512>,
 <730, 121727512>,
 <887, 121727512>,
 <915, 121727512>,
 <695, 121727512>,
 <642, 121727512>,
 <925, 121727512>,
 <813, 121727512>,
 <930, 121727512>,
 <788, 121727512>], 

[<0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <941, 1158892>,
 <831, 9512499>,
 <681, 13699773>,
 <788, 18898820>,
 <655, 22957675>,
 <708, 26575532>,
 <715, 30381735>,
 <795, 33992662>,
 <813, 38310826>,
 <863, 41013248>,
 <909, 45022901>,
 <796, 49078272>,
 <890, 53091626>,
 <800, 56505000>,
 <961, 59422390>,
 <734, 63386111>,
 <739, 66306087>,
 <715, 69731839>,
 <683, 73738173>,
 <686, 77831761>,
 <999, 81497711>,
 <818, 84531228>,
 <723, 88675044>,
 <984, 92139206>,
 <840, 95706731>,
 <888, 98606939>,
 <732, 102020700>,
 <603, 103208531>,
 <703, 104379924>,
 <780, 105321690>,
 <967, 106238422>,
 <698, 107470121>,
 <814, 108395420>,
 <877, 109229482>,
 <953, 110182416>], 

[<0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <796, 1159693>,
 <620, 8515622>,
 <837, 14068825>,
 <621, 18560568>,
 <857, 21820633>,
 <627, 25520416>,
 <983, 28920740>,
 <841, 31747446>,
 <890, 35944178>,
 <962, 39762338>,
 <620, 43317225>,
 <699, 46099830>,
 <720, 50426780>,
 <928, 53757454>,
 <871, 57692928>,
 <914, 61780402>,
 <880, 65916882>,
 <978, 69191105>,
 <813, 72616823>,
 <954, 76647888>,
 <740, 80590837>,
 <808, 83339603>,
 <764, 86884331>,
 <662, 90392599>,
 <894, 94806976>,
 <746, 98250241>,
 <820, 102128899>,
 <816, 103293475>,
 <983, 104411618>,
 <888, 105634694>,
 <880, 106484787>,
 <745, 107766839>], 

[<0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <874, 1158976>,
 <603, 13101475>,
 <827, 17387641>,
 <994, 21192176>,
 <855, 25683195>,
 <815, 28416030>,
 <756, 31307960>,
 <784, 35124422>,
 <661, 39601532>,
 <949, 43739734>,
 <982, 47065747>,
 <917, 50377565>,
 <787, 54309370>,
 <690, 57099740>,
 <712, 61465895>,
 <679, 64473799>,
 <761, 68894758>,
 <770, 71782891>,
 <689, 74611801>,
 <617, 78527626>,
 <615, 81833498>,
 <725, 84897344>,
 <662, 88362739>,
 <919, 91604358>,
 <791, 95721036>,
 <645, 100119661>,
 <982, 103411652>], 

[<0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <0, 0>,
 <602, 981076>,
 <845, 11026153>,
 <706, 16459195>,
 <856, 21281979>,
 <755, 25357084>,
 <952, 29311840>,
 <798, 33705199>,
 <619, 37675721>,
 <865, 41958302>,
 <660, 45387304>,
 <642, 49215471>,
 <957, 53077849>,
 <988, 55802439>,
 <822, 59533862>,
 <971, 62378384>,
 <782, 65709980>,
 <719, 68765368>,
 <963, 71633364>,
 <977, 75569900>,
 <791, 80042467>,
 <869, 83961825>,
 <752, 86919123>,
 <924, 90895528>,
 <836, 95372895>,
 <999, 98887103>,
 <953, 101588536>,
 <638, 105956970>,
 <716, 107139173>,
 <967, 108081944>,
 <997, 109431602>,
 <809, 110422464>], 

[<806, 960054>,
 <829, 11667376>,
 <919, 15372965>,
 <757, 20539110>,
 <930, 23253269>,
 <818, 26901513>,
 <679, 29888975>,
 <878, 32612555>,
 <617, 36495198>,
 <774, 40043220>,
 <602, 43458873>,
 <838, 47245735>,
 <986, 50956674>,
 <987, 54597533>,
 <988, 59095685>,
 <821, 62292191>,
 <699, 66657145>,
 <737, 69589910>,
 <886, 72534756>,
 <904, 75402847>,
 <682, 78294908>,
 <814, 82057148>,
 <992, 85641587>,
 <843, 88725382>,
 <917, 92645345>,
 <753, 95804870>,
 <751, 100083389>,
 <613, 101076954>,
 <721, 102127919>,
 <748, 103084078>,
 <761, 104204892>,
 <998, 105103064>,
 <767, 106149542>,
 <665, 107167006>,
 <742, 108021762>,
 <975, 108881244>,
 <786, 109843042>,
 <742, 110672205>,
 <980, 111758000>,
 <986, 112892584>,
 <634, 114181585>,
 <645, 115418228>,
 <630, 115418228>,
 <800, 115418228>,
 <796, 115418228>,
 <758, 115418228>,
 <843, 115418228>,
 <919, 115418228>,
 <676, 115418228>,
 <672, 115418228>,
 <988, 115418228>,
 <925, 115418228>]];
productproductfactorydata =  [[[<295, 2>,
 <291, 2>,
 <303, 3>,
 <260, 3>,
 <203, 3>,
 <261, 1>,
 <366, 3>,
 <309, 3>,
 <273, 2>,
 <361, 2>,
 <256, 1>,
 <257, 1>], 

[<345, 3>,
 <382, 3>,
 <354, 2>,
 <327, 1>,
 <203, 2>,
 <397, 3>,
 <385, 2>,
 <231, 1>,
 <292, 1>,
 <305, 3>,
 <204, 1>,
 <248, 2>], 

[<210, 2>,
 <331, 3>,
 <238, 2>,
 <235, 3>,
 <201, 2>,
 <261, 2>,
 <333, 3>,
 <215, 3>,
 <249, 3>,
 <202, 3>,
 <304, 3>,
 <292, 1>], 

[<285, 3>,
 <248, 3>,
 <385, 3>,
 <352, 3>,
 <227, 2>,
 <254, 2>,
 <259, 2>,
 <309, 1>,
 <320, 1>,
 <225, 3>,
 <288, 2>,
 <252, 1>], 

[<261, 3>,
 <330, 1>,
 <346, 3>,
 <267, 2>,
 <399, 3>,
 <373, 3>,
 <291, 1>,
 <222, 1>,
 <259, 1>,
 <347, 3>,
 <388, 1>,
 <267, 3>], 

[<308, 3>,
 <374, 1>,
 <328, 1>,
 <253, 1>,
 <305, 2>,
 <271, 1>,
 <225, 2>,
 <390, 2>,
 <345, 2>,
 <213, 1>,
 <225, 1>,
 <351, 3>], 

[<211, 3>,
 <279, 3>,
 <352, 2>,
 <379, 3>,
 <242, 3>,
 <275, 1>,
 <269, 2>,
 <200, 1>,
 <246, 2>,
 <295, 2>,
 <294, 1>,
 <263, 3>], 

[<205, 2>,
 <278, 1>,
 <223, 2>,
 <295, 3>,
 <372, 3>,
 <295, 2>,
 <216, 3>,
 <310, 2>,
 <204, 3>,
 <386, 3>,
 <326, 2>,
 <326, 1>], 

[<284, 2>,
 <253, 1>,
 <229, 3>,
 <358, 1>,
 <201, 2>,
 <273, 3>,
 <358, 1>,
 <347, 1>,
 <212, 2>,
 <263, 2>,
 <339, 2>,
 <225, 2>], 

[<385, 1>,
 <341, 1>,
 <289, 1>,
 <297, 1>,
 <249, 1>,
 <325, 3>,
 <347, 1>,
 <370, 3>,
 <272, 3>,
 <356, 1>,
 <203, 3>,
 <353, 1>], 

[<257, 1>,
 <324, 1>,
 <306, 3>,
 <209, 3>,
 <335, 3>,
 <333, 1>,
 <376, 2>,
 <244, 3>,
 <229, 3>,
 <314, 2>,
 <205, 3>,
 <291, 2>], 

[<375, 2>,
 <350, 2>,
 <387, 3>,
 <306, 3>,
 <238, 3>,
 <280, 2>,
 <249, 2>,
 <249, 1>,
 <353, 1>,
 <351, 2>,
 <243, 3>,
 <215, 3>]], [[<271, 1>,
 <262, 1>,
 <273, 1>,
 <283, 1>,
 <283, 2>,
 <240, 3>,
 <370, 2>,
 <352, 2>,
 <243, 1>,
 <375, 3>,
 <302, 1>,
 <229, 2>], 

[<291, 3>,
 <334, 1>,
 <217, 2>,
 <288, 3>,
 <372, 1>,
 <288, 2>,
 <233, 2>,
 <320, 1>,
 <209, 2>,
 <386, 1>,
 <398, 2>,
 <201, 3>], 

[<268, 2>,
 <368, 1>,
 <354, 1>,
 <297, 2>,
 <249, 1>,
 <368, 2>,
 <399, 3>,
 <363, 2>,
 <263, 1>,
 <360, 2>,
 <367, 2>,
 <237, 2>], 

[<298, 2>,
 <225, 1>,
 <346, 1>,
 <280, 1>,
 <290, 2>,
 <256, 3>,
 <308, 2>,
 <342, 2>,
 <307, 3>,
 <262, 2>,
 <296, 3>,
 <275, 1>], 

[<399, 1>,
 <372, 2>,
 <379, 1>,
 <349, 2>,
 <302, 1>,
 <342, 3>,
 <365, 3>,
 <238, 1>,
 <388, 1>,
 <271, 3>,
 <361, 2>,
 <293, 2>], 

[<331, 2>,
 <275, 3>,
 <317, 3>,
 <350, 3>,
 <389, 1>,
 <376, 3>,
 <233, 2>,
 <203, 2>,
 <229, 3>,
 <240, 1>,
 <313, 2>,
 <232, 2>], 

[<380, 3>,
 <227, 1>,
 <302, 3>,
 <213, 1>,
 <205, 1>,
 <218, 3>,
 <266, 1>,
 <345, 2>,
 <325, 1>,
 <245, 3>,
 <220, 2>,
 <347, 1>], 

[<288, 1>,
 <238, 2>,
 <374, 3>,
 <221, 2>,
 <245, 2>,
 <234, 1>,
 <261, 3>,
 <380, 1>,
 <318, 2>,
 <335, 3>,
 <213, 2>,
 <213, 2>], 

[<211, 1>,
 <212, 2>,
 <304, 3>,
 <278, 3>,
 <305, 1>,
 <297, 2>,
 <334, 1>,
 <383, 1>,
 <270, 3>,
 <345, 1>,
 <246, 2>,
 <344, 2>], 

[<224, 3>,
 <381, 3>,
 <318, 2>,
 <372, 3>,
 <348, 3>,
 <345, 1>,
 <214, 1>,
 <247, 2>,
 <354, 3>,
 <208, 2>,
 <335, 1>,
 <285, 1>], 

[<300, 2>,
 <353, 3>,
 <221, 3>,
 <226, 1>,
 <286, 1>,
 <222, 1>,
 <341, 2>,
 <244, 3>,
 <285, 3>,
 <252, 2>,
 <229, 1>,
 <322, 2>], 

[<347, 1>,
 <365, 3>,
 <222, 3>,
 <376, 1>,
 <398, 1>,
 <296, 1>,
 <256, 3>,
 <273, 2>,
 <391, 3>,
 <371, 2>,
 <376, 2>,
 <316, 1>]], [[<285, 2>,
 <329, 3>,
 <211, 1>,
 <334, 3>,
 <316, 1>,
 <220, 2>,
 <329, 2>,
 <252, 1>,
 <216, 1>,
 <338, 2>,
 <254, 1>,
 <368, 3>], 

[<242, 2>,
 <222, 3>,
 <299, 1>,
 <319, 2>,
 <375, 1>,
 <223, 1>,
 <214, 2>,
 <343, 1>,
 <230, 2>,
 <269, 3>,
 <207, 2>,
 <308, 1>], 

[<294, 3>,
 <389, 3>,
 <397, 3>,
 <363, 1>,
 <376, 2>,
 <226, 1>,
 <318, 2>,
 <225, 3>,
 <320, 3>,
 <232, 1>,
 <307, 1>,
 <219, 3>], 

[<257, 2>,
 <385, 2>,
 <266, 3>,
 <361, 2>,
 <249, 2>,
 <386, 1>,
 <281, 2>,
 <219, 2>,
 <254, 2>,
 <284, 2>,
 <294, 3>,
 <227, 2>], 

[<262, 1>,
 <353, 3>,
 <286, 1>,
 <219, 2>,
 <283, 3>,
 <322, 3>,
 <334, 3>,
 <296, 2>,
 <284, 2>,
 <383, 2>,
 <293, 3>,
 <237, 2>], 

[<386, 1>,
 <246, 1>,
 <294, 2>,
 <285, 1>,
 <370, 3>,
 <204, 2>,
 <300, 2>,
 <290, 2>,
 <299, 2>,
 <240, 2>,
 <255, 3>,
 <257, 1>], 

[<333, 3>,
 <238, 2>,
 <233, 1>,
 <378, 2>,
 <343, 3>,
 <354, 3>,
 <362, 3>,
 <349, 1>,
 <229, 3>,
 <281, 3>,
 <297, 2>,
 <283, 3>], 

[<389, 2>,
 <228, 2>,
 <254, 1>,
 <301, 2>,
 <231, 3>,
 <313, 2>,
 <225, 2>,
 <267, 1>,
 <361, 3>,
 <326, 1>,
 <392, 3>,
 <226, 1>], 

[<291, 2>,
 <336, 3>,
 <368, 3>,
 <262, 2>,
 <310, 3>,
 <364, 2>,
 <213, 1>,
 <251, 1>,
 <361, 1>,
 <310, 2>,
 <359, 3>,
 <349, 2>], 

[<289, 1>,
 <277, 1>,
 <335, 2>,
 <304, 3>,
 <301, 1>,
 <204, 1>,
 <241, 1>,
 <360, 3>,
 <278, 1>,
 <277, 2>,
 <222, 2>,
 <396, 3>], 

[<201, 2>,
 <275, 3>,
 <213, 2>,
 <236, 2>,
 <307, 1>,
 <270, 1>,
 <306, 1>,
 <265, 2>,
 <357, 1>,
 <250, 2>,
 <338, 3>,
 <214, 3>], 

[<335, 3>,
 <258, 2>,
 <272, 1>,
 <367, 3>,
 <269, 2>,
 <276, 1>,
 <231, 2>,
 <226, 2>,
 <244, 1>,
 <287, 3>,
 <348, 3>,
 <208, 2>]], [[<207, 3>,
 <201, 1>,
 <348, 3>,
 <322, 1>,
 <364, 2>,
 <238, 3>,
 <261, 2>,
 <228, 2>,
 <276, 2>,
 <328, 1>,
 <219, 2>,
 <295, 3>], 

[<263, 1>,
 <264, 2>,
 <308, 1>,
 <379, 1>,
 <303, 3>,
 <221, 1>,
 <287, 3>,
 <207, 1>,
 <247, 3>,
 <279, 1>,
 <319, 2>,
 <383, 1>], 

[<241, 1>,
 <280, 2>,
 <393, 3>,
 <302, 3>,
 <315, 2>,
 <392, 1>,
 <250, 3>,
 <338, 3>,
 <220, 3>,
 <325, 2>,
 <347, 1>,
 <229, 2>], 

[<232, 3>,
 <239, 1>,
 <377, 3>,
 <265, 2>,
 <335, 1>,
 <372, 2>,
 <316, 3>,
 <332, 2>,
 <312, 2>,
 <231, 3>,
 <256, 3>,
 <214, 3>], 

[<385, 1>,
 <352, 1>,
 <270, 1>,
 <245, 2>,
 <358, 2>,
 <257, 2>,
 <328, 1>,
 <310, 1>,
 <376, 2>,
 <369, 2>,
 <381, 2>,
 <310, 3>], 

[<369, 1>,
 <260, 2>,
 <389, 2>,
 <213, 2>,
 <206, 2>,
 <366, 2>,
 <285, 2>,
 <358, 2>,
 <254, 3>,
 <281, 2>,
 <320, 1>,
 <267, 1>], 

[<343, 2>,
 <249, 2>,
 <286, 3>,
 <374, 2>,
 <270, 3>,
 <382, 1>,
 <363, 1>,
 <292, 1>,
 <218, 1>,
 <351, 3>,
 <364, 1>,
 <263, 2>], 

[<267, 3>,
 <367, 1>,
 <291, 2>,
 <299, 3>,
 <238, 1>,
 <272, 3>,
 <351, 3>,
 <211, 2>,
 <325, 1>,
 <203, 1>,
 <248, 2>,
 <319, 3>], 

[<235, 3>,
 <265, 2>,
 <259, 3>,
 <319, 1>,
 <234, 1>,
 <393, 3>,
 <368, 2>,
 <340, 3>,
 <251, 1>,
 <276, 3>,
 <377, 3>,
 <245, 2>], 

[<263, 2>,
 <314, 2>,
 <382, 1>,
 <378, 3>,
 <309, 1>,
 <276, 3>,
 <275, 3>,
 <304, 3>,
 <268, 1>,
 <220, 1>,
 <373, 2>,
 <253, 3>], 

[<260, 3>,
 <392, 2>,
 <306, 1>,
 <313, 3>,
 <224, 1>,
 <311, 3>,
 <281, 1>,
 <217, 3>,
 <340, 1>,
 <334, 1>,
 <295, 1>,
 <220, 3>], 

[<374, 1>,
 <218, 2>,
 <294, 1>,
 <201, 3>,
 <379, 3>,
 <353, 1>,
 <311, 2>,
 <262, 1>,
 <327, 2>,
 <330, 2>,
 <226, 3>,
 <237, 2>]], [[<300, 3>,
